rows_total,sensor_count,start_timestamp,end_timestamp,coverage_count_mean,coverage_count_min,coverage_dwell_mean,coverage_dwell_min,imputed_rate_mean,imputed_rate_max,count_null_rate,occupancy_null_rate,count_min,count_max,count_mean,occupancy_time_min,occupancy_time_max,occupancy_time_mean,occupancy_ratio_min,occupancy_ratio_max,occupancy_ratio_mean,soft_flag_rate_mean,profile_flag_hard_rate_mean,spike_flag_rate_mean,expected_freq_rate
6270180,30,2022-01-01 00:00:00+01,2025-12-31 23:50:00+01,0.882994055586992,0.0,0.882994055586992,0.0,0.13357737280776863,1.0,0.06603781709615991,0.06603781709615991,0.0,213.0,12.353352335705384,0.0,590400.0,100573.47155817231,0.0,0.984,0.167622452596923,0.5147288258518264,0.019320680308016938,0.07121497284166685,1.0
